age;job;marital;education;default;balance;housing;loan;contact;day;month;duration
45;blue-collar;married;secondary;no;827;yes;no;unknown;15;may;319
31;services;single;secondary;no;469;no;yes;cellular;2;feb;111
39;blue-collar;married;primary;no;2226;yes;no;unknown;6;may;158
42;technician;married;secondary;no;0;no;no;cellular;29;aug;82
46;management;married;tertiary;no;477;yes;no;unknown;20;may;128
36;services;married;secondary;no;42;yes;no;unknown;8;may;102
30;management;single;tertiary;no;775;yes;no;unknown;16;jun;124
32;blue-collar;married;secondary;no;9;yes;no;cellular;17;apr;334
52;technician;married;tertiary;no;2557;no;no;cellular;28;jan;134
31;management;married;tertiary;no;2395;no;no;cellular;27;apr;218
60;management;married;primary;no;4895;no;no;unknown;9;jun;313
35;blue-collar;single;secondary;no;376;yes;yes;unknown;6;may;207
38;management;married;tertiary;no;389;yes;no;unknown;6;may;262
46;management;divorced;tertiary;no;134;no;no;cellular;19;aug;134
45;entrepreneur;divorced;tertiary;no;1273;yes;yes;unknown;11;jun;197
59;services;married;secondary;no;0;yes;no;cellular;12;may;214
34;management;married;tertiary;no;2892;yes;yes;cellular;30;jul;1165
33;technician;divorced;secondary;no;0;yes;no;cellular;7;may;177
46;management;single;secondary;no;295;yes;no;unknown;23;may;141
48;admin.;married;secondary;no;292;yes;yes;cellular;29;jul;164
31;services;single;secondary;no;85;no;no;cellular;16;jul;151
32;technician;married;secondary;no;4;no;no;cellular;4;feb;145
35;blue-collar;divorced;primary;no;-587;yes;no;unknown;26;may;111
36;blue-collar;single;primary;no;367;no;no;cellular;2;feb;217
52;management;married;tertiary;no;-1224;yes;no;cellular;7;may;253
45;management;divorced;tertiary;no;959;no;no;unknown;18;jun;74
34;management;married;tertiary;no;0;no;no;cellular;20;aug;263
25;blue-collar;married;primary;yes;-589;yes;no;unknown;3;jun;233
26;management;single;tertiary;no;-8;no;no;cellular;13;aug;402
57;management;married;unknown;no;0;no;no;cellular;30;sep;585
48;management;married;primary;no;247;yes;yes;unknown;14;may;145
48;technician;married;unknown;no;5543;no;no;unknown;16;jun;143
32;blue-collar;married;primary;no;642;no;yes;cellular;8;jul;524
58;retired;married;secondary;no;11;no;no;cellular;11;aug;270
57;management;married;primary;no;-226;yes;no;unknown;4;jun;272
31;entrepreneur;married;tertiary;no;5191;no;no;cellular;20;nov;187
33;blue-collar;single;secondary;no;-320;no;no;cellular;18;may;268
53;entrepreneur;married;tertiary;no;2289;yes;yes;cellular;17;nov;183
36;admin.;married;secondary;no;725;yes;no;cellular;27;feb;123
32;technician;single;tertiary;no;705;yes;no;cellular;20;apr;20
45;blue-collar;married;secondary;no;776;yes;no;cellular;6;feb;232
35;unemployed;married;tertiary;no;816;yes;no;cellular;19;nov;547
41;services;married;secondary;no;171;no;no;cellular;21;jul;71
54;services;married;secondary;no;812;no;no;cellular;31;jul;113
49;services;married;secondary;no;823;no;no;cellular;8;aug;780
28;technician;single;secondary;no;1453;yes;no;cellular;12;may;246
24;blue-collar;single;unknown;no;431;yes;no;unknown;3;jun;108
30;admin.;single;secondary;no;1009;yes;no;cellular;29;jan;253
32;self-employed;married;primary;no;286;yes;no;cellular;6;aug;175
53;entrepreneur;married;tertiary;no;22370;yes;no;unknown;15;may;106
42;blue-collar;married;primary;no;2111;yes;no;cellular;7;may;86
48;blue-collar;married;primary;no;5366;yes;no;unknown;21;may;248
33;technician;married;secondary;no;181;yes;yes;telephone;28;jul;265
31;blue-collar;divorced;secondary;no;-452;yes;no;unknown;26;may;182
56;unemployed;divorced;primary;no;1770;no;no;cellular;5;feb;916
58;retired;married;primary;no;0;no;no;cellular;4;aug;506
37;admin.;single;secondary;no;-296;yes;no;cellular;20;apr;81
59;management;married;primary;no;2358;yes;no;cellular;17;apr;30
50;management;single;tertiary;no;1200;no;no;cellular;14;aug;904
39;housemaid;single;primary;no;109;yes;no;unknown;6;may;699
30;technician;married;secondary;no;616;yes;no;cellular;6;may;19
47;services;divorced;secondary;no;4906;yes;no;unknown;14;may;389
44;self-employed;married;secondary;no;313;no;no;cellular;6;aug;211
38;blue-collar;married;primary;no;290;yes;no;cellular;16;apr;283
50;management;married;tertiary;no;1240;no;no;cellular;12;aug;474
27;admin.;single;tertiary;no;3672;yes;no;cellular;15;may;157
73;retired;married;secondary;no;19;no;no;cellular;5;nov;509
46;blue-collar;married;primary;no;143;yes;no;unknown;7;may;279
56;retired;divorced;secondary;no;212;no;yes;telephone;17;jul;27
36;management;married;tertiary;no;9;no;no;cellular;11;aug;386
33;blue-collar;married;primary;no;3074;no;no;cellular;18;nov;679
40;management;married;tertiary;no;1734;yes;no;unknown;2;jun;169
52;management;married;tertiary;no;575;no;no;unknown;3;jun;315
51;blue-collar;married;secondary;no;397;yes;no;cellular;20;aug;293
33;blue-collar;married;secondary;no;640;yes;no;cellular;3;feb;439
54;services;married;secondary;no;158;yes;no;unknown;19;may;198
44;management;married;secondary;no;2984;yes;no;unknown;15;may;770
50;entrepreneur;married;secondary;no;1011;yes;no;telephone;30;jul;340
45;blue-collar;single;secondary;no;0;yes;no;cellular;26;apr;1472
36;management;married;tertiary;no;1133;yes;no;cellular;4;aug;293
42;technician;married;secondary;no;4945;yes;no;cellular;2;mar;311
37;technician;married;secondary;no;712;yes;no;cellular;18;nov;291
28;services;single;secondary;no;-427;yes;yes;unknown;21;may;965
56;admin.;married;secondary;no;2146;no;yes;unknown;9;jun;594
59;admin.;married;secondary;no;92;yes;no;cellular;12;may;139
32;unemployed;married;secondary;no;10;yes;no;unknown;6;may;501
57;retired;married;primary;no;1238;yes;no;cellular;15;jul;274
49;admin.;single;secondary;no;981;yes;no;telephone;21;nov;10
56;entrepreneur;married;unknown;no;575;no;no;unknown;20;jun;18
48;admin.;divorced;unknown;no;-70;no;no;cellular;14;may;243
27;student;single;tertiary;no;3733;yes;no;cellular;22;may;198
31;management;single;tertiary;no;574;yes;no;cellular;16;jul;410
28;blue-collar;single;secondary;no;43;no;no;unknown;19;may;190
36;management;married;tertiary;no;428;no;no;unknown;28;may;121
58;housemaid;married;primary;no;0;yes;no;telephone;9;jul;148
46;admin.;married;secondary;no;0;yes;yes;cellular;20;apr;239
32;management;single;tertiary;no;474;yes;no;cellular;7;aug;90
39;services;married;secondary;no;-540;no;no;unknown;6;jun;29
35;self-employed;married;tertiary;no;560;yes;no;cellular;2;apr;58
31;management;married;tertiary;no;325;yes;no;cellular;18;jul;1139
29;management;single;tertiary;no;437;no;no;cellular;5;aug;504
48;blue-collar;married;primary;no;574;no;no;cellular;5;aug;348
60;retired;married;primary;no;0;no;no;telephone;30;jul;130
74;retired;married;secondary;no;935;no;no;cellular;26;jan;100
30;services;married;secondary;no;699;yes;no;unknown;29;may;544
52;admin.;single;primary;no;0;no;no;unknown;19;may;182
24;blue-collar;married;secondary;no;-220;yes;no;cellular;2;apr;90
29;services;married;secondary;no;11417;yes;no;unknown;28;may;272
33;housemaid;married;primary;no;212;yes;no;cellular;11;jul;260
34;blue-collar;married;secondary;no;67;yes;yes;unknown;8;may;672
45;admin.;divorced;secondary;no;0;no;no;cellular;29;oct;264
31;blue-collar;married;secondary;no;0;no;yes;telephone;15;jul;275
45;technician;married;secondary;no;1673;no;no;cellular;23;oct;76
27;services;married;secondary;no;-1202;yes;no;unknown;4;jun;749
30;management;single;tertiary;no;4213;no;no;cellular;25;aug;142
45;blue-collar;married;primary;no;0;no;no;cellular;26;aug;454
57;blue-collar;married;secondary;no;1521;yes;yes;cellular;18;may;102
34;management;married;tertiary;no;1310;no;no;telephone;30;jan;521
40;admin.;married;secondary;no;0;yes;yes;cellular;17;nov;57
39;management;married;tertiary;no;399;no;no;cellular;9;apr;504
46;technician;married;tertiary;no;405;no;no;cellular;11;aug;138
55;management;divorced;tertiary;no;9756;yes;no;cellular;5;jun;103
25;management;single;tertiary;no;2506;no;no;cellular;17;feb;485
34;management;married;tertiary;no;697;no;no;cellular;5;aug;166
37;blue-collar;married;primary;no;403;yes;no;cellular;8;may;318
64;retired;divorced;tertiary;no;890;no;no;cellular;3;jul;531
45;technician;divorced;secondary;no;809;yes;no;cellular;13;may;155
57;housemaid;married;secondary;no;158;yes;no;telephone;10;jul;73
21;student;single;unknown;no;137;yes;no;unknown;12;may;198
58;housemaid;married;secondary;no;2705;no;no;telephone;14;aug;137
41;blue-collar;single;secondary;no;75;yes;no;unknown;1;jul;479
41;management;married;unknown;no;2457;yes;no;unknown;9;may;285
58;management;married;tertiary;no;541;yes;no;cellular;8;may;98
33;management;married;tertiary;no;287;yes;no;cellular;15;may;199
32;management;married;tertiary;no;273;yes;yes;cellular;18;jul;97
44;services;divorced;secondary;no;0;yes;no;unknown;4;jun;389
47;unknown;married;unknown;no;677;no;no;cellular;7;aug;384
41;self-employed;married;primary;no;340;no;no;unknown;6;jun;37
54;technician;married;tertiary;no;98;no;no;cellular;8;aug;420
47;technician;divorced;tertiary;no;477;yes;no;telephone;7;may;973
32;management;single;tertiary;no;2629;no;no;cellular;28;aug;77
59;housemaid;married;tertiary;no;0;no;yes;cellular;29;jul;376
29;technician;single;tertiary;no;2325;no;no;cellular;2;feb;125
48;services;married;secondary;yes;-20;no;no;cellular;20;aug;142
32;technician;single;secondary;no;230;yes;no;cellular;18;may;442
46;management;divorced;secondary;no;-852;no;yes;cellular;29;aug;728
31;blue-collar;single;primary;no;-280;no;no;unknown;21;may;281
53;blue-collar;married;secondary;no;25;no;no;cellular;22;aug;528
34;technician;single;tertiary;no;9851;yes;no;cellular;20;nov;128
48;services;single;unknown;no;5095;yes;no;unknown;16;jun;71
32;technician;married;secondary;no;687;no;no;cellular;20;aug;161
31;management;married;secondary;no;1368;yes;no;cellular;12;aug;129
27;blue-collar;single;primary;no;-179;yes;no;cellular;15;may;54
60;admin.;married;secondary;no;-396;yes;no;cellular;11;may;443
34;blue-collar;single;tertiary;no;1011;yes;no;unknown;6;may;136
52;self-employed;married;secondary;no;9;no;yes;unknown;6;jun;44
48;blue-collar;married;secondary;no;1159;yes;yes;cellular;15;may;1181
45;technician;married;primary;no;-322;no;no;unknown;9;jun;225
54;technician;divorced;secondary;no;1114;yes;no;cellular;30;jan;81
52;services;married;secondary;no;2072;no;no;cellular;10;jul;224
47;entrepreneur;married;tertiary;no;459;yes;no;cellular;29;jul;189
54;unknown;married;secondary;no;1157;no;no;cellular;26;may;98
34;blue-collar;married;secondary;no;8309;yes;yes;cellular;19;nov;50
39;technician;single;tertiary;no;1043;no;no;cellular;18;aug;195
46;technician;married;secondary;no;2098;no;no;cellular;7;aug;110
26;unemployed;single;secondary;no;461;no;no;cellular;28;jan;214
37;technician;single;secondary;no;61;yes;no;unknown;19;may;182
47;blue-collar;married;secondary;no;1203;yes;no;cellular;17;apr;239
35;technician;married;secondary;no;1067;no;yes;cellular;12;aug;179
57;unemployed;married;primary;no;0;no;no;unknown;9;jun;540
34;management;married;tertiary;no;1657;yes;no;cellular;18;may;566
47;technician;married;secondary;no;1219;no;no;cellular;18;aug;697
27;technician;married;secondary;no;7;yes;no;unknown;15;may;98
40;blue-collar;married;secondary;no;-839;yes;yes;cellular;16;jul;1018
39;technician;married;secondary;no;994;no;no;cellular;5;feb;221
36;entrepreneur;married;tertiary;no;6;no;no;telephone;30;oct;246
42;technician;single;secondary;no;0;no;no;cellular;21;aug;656
23;blue-collar;single;primary;no;8627;yes;no;unknown;3;jun;281
34;management;married;tertiary;no;133;yes;no;unknown;8;may;65
34;blue-collar;married;secondary;no;247;yes;yes;unknown;26;may;193
49;services;married;secondary;no;1114;no;no;cellular;17;nov;283
57;blue-collar;married;primary;no;1592;no;yes;unknown;20;jun;78
59;retired;married;unknown;no;0;no;no;unknown;8;may;425
57;admin.;married;tertiary;no;46;no;no;cellular;7;aug;238
34;blue-collar;married;secondary;no;1221;yes;no;cellular;6;may;182
61;management;married;secondary;no;985;no;no;cellular;18;aug;998
35;blue-collar;divorced;secondary;no;0;yes;no;unknown;8;may;477
42;management;married;tertiary;no;520;no;no;cellular;4;nov;158
57;services;married;tertiary;no;10;no;no;telephone;8;jul;320
42;blue-collar;married;secondary;no;2157;yes;no;cellular;13;may;149
53;retired;married;secondary;no;6095;yes;yes;cellular;14;may;410
63;retired;married;tertiary;no;133;yes;no;cellular;13;feb;104
47;self-employed;married;secondary;no;1121;no;no;unknown;20;jun;454
54;services;married;secondary;no;88;yes;no;unknown;13;may;190
45;admin.;married;secondary;no;0;no;no;cellular;19;aug;145
28;management;single;tertiary;no;-328;yes;no;telephone;2;feb;318
58;unemployed;married;secondary;no;610;yes;no;telephone;29;jul;246
48;management;single;tertiary;no;414;no;no;cellular;21;jul;761
35;management;divorced;tertiary;no;0;yes;no;telephone;29;oct;171
37;self-employed;married;tertiary;no;0;no;no;unknown;6;jun;143
37;blue-collar;married;secondary;no;685;yes;no;unknown;6;jun;968
37;management;married;primary;no;22856;no;no;cellular;2;jul;154
25;services;single;secondary;no;-352;no;no;cellular;15;jul;246
58;blue-collar;married;secondary;no;602;yes;no;cellular;13;may;201
52;management;married;secondary;no;-588;yes;no;cellular;22;jul;81
19;student;single;secondary;no;302;no;no;cellular;16;jul;205
59;blue-collar;married;secondary;no;5314;yes;no;cellular;5;may;200
41;technician;married;secondary;no;64;yes;yes;unknown;8;may;210
34;technician;single;tertiary;no;632;no;no;cellular;22;aug;215
35;technician;single;secondary;no;5731;yes;no;cellular;4;may;164
41;technician;married;secondary;no;902;no;no;unknown;16;jun;35
28;blue-collar;single;secondary;no;6307;yes;no;unknown;28;may;615
53;management;divorced;secondary;no;112;no;yes;cellular;11;aug;246
35;services;married;secondary;no;0;no;yes;telephone;9;jul;42
33;admin.;single;tertiary;no;621;no;no;cellular;8;jul;217
37;technician;single;secondary;no;435;yes;no;unknown;26;may;210
32;technician;married;secondary;no;782;yes;no;unknown;26;may;116
32;blue-collar;married;secondary;no;478;yes;no;unknown;3;jun;200
54;services;married;unknown;no;7864;yes;no;unknown;15;may;145
44;blue-collar;married;secondary;no;1910;yes;no;unknown;5;jun;41
36;technician;divorced;tertiary;no;1174;yes;no;cellular;18;nov;192
56;admin.;married;secondary;no;1270;yes;no;cellular;17;nov;80
30;management;single;tertiary;no;18;no;no;unknown;20;may;121
36;blue-collar;married;secondary;no;141;yes;no;unknown;23;may;106
43;management;married;tertiary;no;2886;no;no;cellular;20;nov;230
40;technician;married;secondary;no;2715;yes;no;unknown;29;may;125
32;technician;single;tertiary;no;1100;yes;yes;cellular;11;aug;67
34;blue-collar;married;secondary;no;516;yes;yes;unknown;2;jun;26
37;services;married;secondary;no;1;no;no;unknown;15;may;395
28;admin.;single;secondary;no;775;no;no;cellular;29;jan;603
35;unknown;married;primary;no;634;no;no;cellular;7;jul;185
53;blue-collar;single;secondary;no;5715;no;no;cellular;28;jan;287
60;admin.;married;unknown;no;1088;yes;no;cellular;26;may;149
40;entrepreneur;married;secondary;no;1532;yes;yes;cellular;18;nov;173
57;retired;married;primary;no;75;no;no;cellular;28;aug;118
29;technician;single;secondary;no;103;no;no;unknown;19;may;314
44;blue-collar;married;primary;no;134;yes;no;cellular;7;may;378
41;admin.;single;secondary;no;748;no;no;telephone;21;nov;94
47;technician;married;secondary;no;1990;yes;yes;cellular;25;aug;108
43;technician;married;tertiary;no;192;no;no;cellular;5;aug;203
37;technician;single;secondary;no;267;no;no;cellular;13;may;121
34;technician;single;tertiary;no;586;yes;no;unknown;16;may;489
30;blue-collar;single;secondary;no;648;yes;yes;unknown;8;may;287
57;entrepreneur;divorced;secondary;yes;25;yes;no;cellular;11;may;652
26;admin.;single;secondary;no;96;yes;no;cellular;13;may;612
34;management;married;tertiary;no;1116;yes;no;cellular;25;jul;53
46;technician;divorced;secondary;no;-90;no;yes;telephone;17;oct;270
38;entrepreneur;married;tertiary;no;170;yes;no;cellular;18;may;442
37;technician;single;secondary;no;3665;no;no;cellular;12;aug;664
28;management;single;tertiary;no;2380;no;no;cellular;14;sep;394
57;blue-collar;married;primary;no;179;no;no;unknown;9;jun;230
39;management;married;tertiary;no;763;yes;no;cellular;11;may;877
49;services;married;secondary;no;320;no;no;telephone;9;feb;1971
38;technician;married;secondary;no;1960;yes;no;cellular;21;aug;161
27;blue-collar;married;secondary;no;818;yes;no;unknown;3;jun;188
30;admin.;married;secondary;no;2678;yes;no;cellular;18;may;23
38;admin.;married;tertiary;no;1980;no;no;cellular;5;aug;176
36;management;married;tertiary;no;1582;no;no;telephone;3;feb;26
